dataset,state,state2_assortative,state2_disassortative,state3_modular,state4_core_periphery,state5_role_polarized
dipeptide,dimer,1.0,0.0,1.0,0.7894736842105263,0.05263157894736842
dipeptide,monomer,1.0,0.0,1.0,0.2894736842105263,0.3157894736842105
tetra_C2,dimer,0.9962093599650095,0.0,1.0,0.4435048840938912,0.0
tetra_C2,monomer,0.9937308645575157,0.0,1.0,0.2600962239393498,0.0001457938474996355
tetra_C3,dimer,0.9948972153375127,0.0,1.0,0.4519609272488701,0.0
tetra_C3,monomer,0.993585070710016,0.0,1.0,0.2605336054818487,0.0008747630849978131
tetra_C4,dimer,0.9871701414200321,0.0,1.0,0.40822277299897947,0.0
tetra_C4,monomer,0.9966467415075084,0.0,1.0,0.28254847645429365,0.0032074646449919814
